angleToItem,distanceToItem,current_direction,current_direction_top_blocked,current_direction_right_blocked,current_direction_bottom_blocked,current_direction_left_blocked,direction
90.0,10.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,9.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,8.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,7.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,6.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,5.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,4.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,1.0
0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0
-57.99,9.43,1.0,-1.0,-1.0,1.0,1.0,1.0
-63.43,8.94,1.0,-1.0,-1.0,1.0,1.0,1.0
-69.44,8.54,1.0,-1.0,-1.0,1.0,1.0,1.0
-75.96,8.25,1.0,-1.0,-1.0,1.0,1.0,1.0
-82.87,8.06,1.0,-1.0,-1.0,1.0,1.0,0.0
-90.0,8.0,0.0,-1.0,-1.0,1.0,1.0,0.0
-90.0,7.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,6.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,5.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,4.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,3.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
141.34,12.81,0.0,-1.0,-1.0,1.0,-1.0,0.0
138.01,13.45,0.0,-1.0,-1.0,1.0,-1.0,0.0
135.0,14.14,0.0,-1.0,-1.0,1.0,-1.0,3.0
132.27,14.87,3.0,-1.0,-1.0,1.0,-1.0,3.0
129.29,14.21,3.0,-1.0,1.0,-1.0,-1.0,3.0
126.03,13.6,3.0,-1.0,1.0,-1.0,-1.0,3.0
122.47,13.04,3.0,-1.0,1.0,-1.0,-1.0,3.0
118.61,12.53,3.0,-1.0,1.0,-1.0,-1.0,3.0
114.44,12.08,3.0,-1.0,1.0,-1.0,-1.0,3.0
109.98,11.7,3.0,-1.0,1.0,-1.0,-1.0,3.0
105.26,11.4,3.0,-1.0,1.0,-1.0,-1.0,3.0
100.3,11.18,3.0,-1.0,1.0,-1.0,-1.0,3.0
95.19,11.05,3.0,-1.0,1.0,-1.0,-1.0,2.0
90.0,11.0,2.0,-1.0,1.0,-1.0,-1.0,2.0
90.0,10.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,9.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,8.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,7.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,6.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,5.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,4.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,1.0
0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0
-15.95,7.28,1.0,-1.0,-1.0,-1.0,1.0,1.0
-18.43,6.32,1.0,-1.0,-1.0,-1.0,1.0,1.0
-21.8,5.39,1.0,-1.0,-1.0,-1.0,1.0,1.0
-26.57,4.47,1.0,-1.0,-1.0,-1.0,1.0,1.0
-33.69,3.61,1.0,-1.0,-1.0,-1.0,1.0,1.0
-45.0,2.83,1.0,-1.0,-1.0,-1.0,1.0,1.0
-63.43,2.24,1.0,-1.0,-1.0,-1.0,1.0,0.0
-90.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
-90.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-135.0,8.49,0.0,-1.0,-1.0,1.0,-1.0,0.0
-140.19,7.81,0.0,-1.0,-1.0,1.0,-1.0,0.0
-146.31,7.21,0.0,-1.0,-1.0,1.0,-1.0,0.0
-153.43,6.71,0.0,-1.0,-1.0,1.0,-1.0,3.0
-161.57,6.32,3.0,-1.0,-1.0,1.0,-1.0,3.0
-158.2,5.39,3.0,-1.0,1.0,-1.0,-1.0,3.0
-153.43,4.47,3.0,-1.0,1.0,-1.0,-1.0,3.0
-146.31,3.61,3.0,-1.0,1.0,-1.0,-1.0,3.0
-135.0,2.83,3.0,-1.0,1.0,-1.0,-1.0,3.0
-116.57,2.24,3.0,-1.0,1.0,-1.0,-1.0,0.0
-90.0,2.0,0.0,-1.0,1.0,-1.0,-1.0,0.0
-90.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-108.43,6.32,0.0,-1.0,-1.0,1.0,-1.0,0.0
-111.8,5.39,0.0,-1.0,-1.0,1.0,-1.0,0.0
-116.57,4.47,0.0,-1.0,-1.0,1.0,-1.0,0.0
-123.69,3.61,0.0,-1.0,-1.0,1.0,-1.0,3.0
-135.0,2.83,3.0,-1.0,-1.0,1.0,-1.0,3.0
-116.57,2.24,3.0,-1.0,1.0,-1.0,-1.0,0.0
-90.0,2.0,0.0,-1.0,1.0,-1.0,-1.0,0.0
-90.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0
-14.04,4.12,1.0,-1.0,-1.0,1.0,-1.0,1.0
-18.43,3.16,1.0,-1.0,-1.0,-1.0,1.0,1.0
-26.57,2.24,1.0,-1.0,-1.0,-1.0,1.0,1.0
-45.0,1.41,1.0,-1.0,-1.0,-1.0,1.0,1.0
-90.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
-135.0,1.41,1.0,-1.0,-1.0,-1.0,1.0,1.0
-153.43,2.24,1.0,-1.0,-1.0,-1.0,1.0,1.0
-161.57,3.16,1.0,-1.0,-1.0,-1.0,1.0,1.0
-165.96,4.12,1.0,-1.0,-1.0,-1.0,1.0,1.0
-168.69,5.1,1.0,-1.0,-1.0,-1.0,1.0,1.0
-170.54,6.08,1.0,-1.0,-1.0,-1.0,1.0,3.0
-171.87,7.07,1.0,-1.0,-1.0,-1.0,1.0,3.0
-172.87,8.06,1.0,-1.0,-1.0,-1.0,1.0,3.0
-173.66,9.06,1.0,-1.0,-1.0,-1.0,1.0,3.0
-174.29,10.05,1.0,-1.0,-1.0,-1.0,1.0,3.0
-174.81,11.05,1.0,-1.0,-1.0,-1.0,1.0,0.0
-175.24,12.04,0.0,-1.0,-1.0,-1.0,1.0,3.0
180.0,12.0,3.0,1.0,-1.0,1.0,-1.0,3.0
180.0,11.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,10.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,9.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,8.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,7.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,6.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,5.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,4.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,3.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,2.0,3.0,1.0,1.0,1.0,-1.0,3.0
180.0,1.0,3.0,1.0,1.0,1.0,-1.0,3.0
0.0,0.0,3.0,1.0,1.0,1.0,-1.0,3.0
33.69,18.03,3.0,1.0,1.0,1.0,-1.0,3.0
32.01,18.87,3.0,1.0,1.0,-1.0,-1.0,2.0
30.47,19.72,2.0,1.0,1.0,-1.0,-1.0,2.0
27.9,19.24,2.0,1.0,-1.0,-1.0,-1.0,2.0
25.2,18.79,2.0,1.0,-1.0,-1.0,-1.0,2.0
22.38,18.38,2.0,1.0,-1.0,-1.0,-1.0,2.0
19.44,18.03,2.0,1.0,-1.0,-1.0,-1.0,2.0
16.39,17.72,2.0,1.0,-1.0,-1.0,-1.0,2.0
13.24,17.46,2.0,1.0,-1.0,-1.0,-1.0,2.0
10.01,17.26,2.0,1.0,-1.0,-1.0,-1.0,2.0
6.71,17.12,2.0,1.0,-1.0,-1.0,-1.0,1.0
3.37,17.03,1.0,1.0,-1.0,-1.0,-1.0,1.0
3.58,16.03,1.0,-1.0,-1.0,-1.0,1.0,1.0
3.81,15.03,1.0,-1.0,-1.0,-1.0,1.0,1.0
4.09,14.04,1.0,-1.0,-1.0,-1.0,1.0,1.0
4.4,13.04,1.0,-1.0,-1.0,-1.0,1.0,1.0
4.76,12.04,1.0,-1.0,-1.0,-1.0,1.0,1.0
5.19,11.05,1.0,-1.0,-1.0,-1.0,1.0,1.0
5.71,10.05,1.0,-1.0,-1.0,-1.0,1.0,1.0
6.34,9.06,1.0,-1.0,-1.0,-1.0,1.0,1.0
7.13,8.06,1.0,-1.0,-1.0,-1.0,1.0,1.0
8.13,7.07,1.0,-1.0,-1.0,-1.0,1.0,1.0
9.46,6.08,1.0,-1.0,-1.0,-1.0,1.0,1.0
11.31,5.1,1.0,-1.0,-1.0,-1.0,1.0,1.0
14.04,4.12,1.0,-1.0,-1.0,-1.0,1.0,1.0
18.43,3.16,1.0,-1.0,-1.0,-1.0,1.0,1.0
26.57,2.24,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
18.43,6.32,0.0,-1.0,-1.0,1.0,-1.0,0.0
26.57,6.71,0.0,-1.0,-1.0,1.0,-1.0,0.0
33.69,7.21,0.0,-1.0,-1.0,1.0,-1.0,0.0
39.81,7.81,0.0,-1.0,-1.0,1.0,-1.0,0.0
45.0,8.49,0.0,-1.0,-1.0,1.0,-1.0,1.0
49.4,9.22,1.0,-1.0,-1.0,1.0,-1.0,1.0
54.46,8.6,1.0,-1.0,-1.0,-1.0,1.0,1.0
60.26,8.06,1.0,-1.0,-1.0,-1.0,1.0,1.0
66.8,7.62,1.0,-1.0,-1.0,-1.0,1.0,1.0
74.05,7.28,1.0,-1.0,-1.0,-1.0,1.0,1.0
81.87,7.07,1.0,-1.0,-1.0,-1.0,1.0,2.0
90.0,7.0,2.0,-1.0,-1.0,-1.0,1.0,2.0
90.0,6.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,5.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,4.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
0.0,0.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
-41.63,12.04,2.0,1.0,-1.0,-1.0,-1.0,2.0
-45.0,12.73,2.0,1.0,-1.0,-1.0,-1.0,2.0
-48.01,13.45,2.0,1.0,-1.0,-1.0,-1.0,1.0
-50.71,14.21,1.0,1.0,-1.0,-1.0,-1.0,1.0
-53.97,13.6,1.0,-1.0,-1.0,-1.0,1.0,1.0
-57.53,13.04,1.0,-1.0,-1.0,-1.0,1.0,1.0
-61.39,12.53,1.0,-1.0,-1.0,-1.0,1.0,1.0
-65.56,12.08,1.0,-1.0,-1.0,-1.0,1.0,1.0
-70.02,11.7,1.0,-1.0,-1.0,-1.0,1.0,1.0
-74.74,11.4,1.0,-1.0,-1.0,-1.0,1.0,1.0
-79.7,11.18,1.0,-1.0,-1.0,-1.0,1.0,0.0
-84.81,11.05,0.0,-1.0,-1.0,-1.0,1.0,0.0
-84.29,10.05,0.0,-1.0,-1.0,1.0,-1.0,0.0
-83.66,9.06,0.0,-1.0,-1.0,1.0,-1.0,0.0
-82.87,8.06,0.0,-1.0,-1.0,1.0,-1.0,0.0
-81.87,7.07,0.0,-1.0,-1.0,1.0,-1.0,1.0
-80.54,6.08,1.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,6.0,0.0,-1.0,1.0,-1.0,1.0,0.0
-90.0,5.0,0.0,-1.0,1.0,1.0,-1.0,0.0
-90.0,4.0,0.0,-1.0,1.0,1.0,-1.0,0.0
-90.0,3.0,0.0,-1.0,1.0,1.0,-1.0,0.0
-90.0,2.0,0.0,-1.0,1.0,1.0,-1.0,0.0
-90.0,1.0,0.0,-1.0,1.0,1.0,-1.0,3.0
0.0,0.0,3.0,-1.0,1.0,1.0,-1.0,3.0
131.99,13.45,3.0,-1.0,1.0,-1.0,-1.0,3.0
128.66,12.81,3.0,-1.0,1.0,-1.0,-1.0,3.0
124.99,12.21,3.0,-1.0,1.0,-1.0,-1.0,3.0
120.96,11.66,3.0,-1.0,1.0,-1.0,-1.0,3.0
116.57,11.18,3.0,-1.0,1.0,-1.0,-1.0,3.0
111.8,10.77,3.0,-1.0,1.0,-1.0,-1.0,2.0
106.7,10.44,2.0,-1.0,1.0,-1.0,-1.0,2.0
108.43,9.49,2.0,1.0,-1.0,-1.0,-1.0,2.0
110.56,8.54,2.0,1.0,-1.0,-1.0,-1.0,2.0
113.2,7.62,2.0,1.0,-1.0,-1.0,-1.0,2.0
116.57,6.71,2.0,1.0,-1.0,-1.0,-1.0,3.0
120.96,5.83,3.0,1.0,-1.0,-1.0,-1.0,3.0
111.8,5.39,3.0,-1.0,1.0,-1.0,-1.0,3.0
101.31,5.1,3.0,-1.0,1.0,-1.0,-1.0,2.0
90.0,5.0,2.0,-1.0,1.0,-1.0,-1.0,2.0
90.0,4.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
0.0,0.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
-53.13,10.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
-56.31,10.82,2.0,1.0,-1.0,-1.0,-1.0,1.0
-59.04,11.66,1.0,1.0,-1.0,-1.0,-1.0,1.0
-63.43,11.18,1.0,-1.0,-1.0,-1.0,1.0,1.0
-68.2,10.77,1.0,-1.0,-1.0,-1.0,1.0,1.0
-73.3,10.44,1.0,-1.0,-1.0,-1.0,1.0,1.0
-78.69,10.2,1.0,-1.0,-1.0,-1.0,1.0,1.0
-84.29,10.05,1.0,-1.0,-1.0,-1.0,1.0,0.0
-90.0,10.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
-90.0,9.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,8.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,7.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,6.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,5.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,4.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,3.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
135.0,1.41,0.0,-1.0,-1.0,1.0,-1.0,0.0
116.57,2.24,0.0,-1.0,-1.0,1.0,-1.0,3.0
108.43,3.16,3.0,-1.0,-1.0,1.0,-1.0,3.0
90.0,3.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
71.57,3.16,3.0,-1.0,1.0,-1.0,-1.0,3.0
56.31,3.61,3.0,-1.0,1.0,-1.0,-1.0,3.0
45.0,4.24,3.0,-1.0,1.0,-1.0,-1.0,1.0
36.87,5.0,3.0,-1.0,1.0,-1.0,-1.0,1.0
30.96,5.83,3.0,-1.0,1.0,-1.0,-1.0,1.0
26.57,6.71,3.0,-1.0,1.0,-1.0,-1.0,2.0
23.2,7.62,2.0,-1.0,1.0,-1.0,-1.0,2.0
15.95,7.28,2.0,1.0,-1.0,-1.0,-1.0,2.0
8.13,7.07,2.0,1.0,-1.0,-1.0,-1.0,1.0
0.0,7.0,1.0,1.0,-1.0,-1.0,-1.0,1.0
0.0,6.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,5.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,4.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,3.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,2.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
135.0,8.49,1.0,-1.0,-1.0,-1.0,1.0,1.0
139.4,9.22,1.0,-1.0,-1.0,-1.0,1.0,1.0
143.13,10.0,1.0,-1.0,-1.0,-1.0,1.0,2.0
146.31,10.82,2.0,-1.0,-1.0,-1.0,1.0,2.0
150.95,10.3,2.0,1.0,-1.0,-1.0,-1.0,2.0
156.04,9.85,2.0,1.0,-1.0,-1.0,-1.0,2.0
161.57,9.49,2.0,1.0,-1.0,-1.0,-1.0,2.0
167.47,9.22,2.0,1.0,-1.0,-1.0,-1.0,2.0
173.66,9.06,2.0,1.0,-1.0,-1.0,-1.0,3.0
180.0,9.0,3.0,1.0,-1.0,-1.0,-1.0,3.0
180.0,8.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,7.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,6.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,5.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,4.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,3.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,2.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,1.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
0.0,0.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
-23.96,9.85,3.0,-1.0,1.0,-1.0,-1.0,3.0
-21.8,10.77,3.0,-1.0,1.0,-1.0,-1.0,3.0
-19.98,11.7,3.0,-1.0,1.0,-1.0,-1.0,0.0
-18.43,12.65,0.0,-1.0,1.0,-1.0,-1.0,0.0
-14.04,12.37,0.0,-1.0,-1.0,1.0,-1.0,0.0
-9.46,12.17,0.0,-1.0,-1.0,1.0,-1.0,0.0
-4.76,12.04,0.0,-1.0,-1.0,1.0,-1.0,1.0
0.0,12.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
0.0,11.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,10.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,9.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,8.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,7.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,6.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,5.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,4.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,3.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,2.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
-150.26,8.06,0.0,-1.0,-1.0,1.0,-1.0,0.0
-156.8,7.62,0.0,-1.0,-1.0,1.0,-1.0,0.0
-164.05,7.28,0.0,-1.0,-1.0,1.0,-1.0,0.0
-171.87,7.07,0.0,-1.0,-1.0,1.0,-1.0,3.0
180.0,7.0,3.0,-1.0,-1.0,1.0,-1.0,3.0
180.0,6.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,5.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,4.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,3.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,2.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
180.0,1.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
0.0,0.0,3.0,-1.0,1.0,-1.0,-1.0,3.0
68.2,10.77,3.0,-1.0,1.0,-1.0,-1.0,3.0
63.43,11.18,3.0,-1.0,1.0,-1.0,-1.0,3.0
59.04,11.66,3.0,-1.0,1.0,-1.0,-1.0,2.0
55.01,12.21,2.0,-1.0,1.0,-1.0,-1.0,2.0
52.13,11.4,2.0,1.0,-1.0,-1.0,-1.0,2.0
48.81,10.63,2.0,1.0,-1.0,-1.0,-1.0,2.0
45.0,9.9,2.0,1.0,-1.0,-1.0,-1.0,2.0
40.6,9.22,2.0,1.0,-1.0,-1.0,-1.0,1.0
35.54,8.6,1.0,1.0,-1.0,-1.0,-1.0,1.0
39.81,7.81,1.0,-1.0,-1.0,-1.0,1.0,1.0
45.0,7.07,1.0,-1.0,-1.0,-1.0,1.0,1.0
51.34,6.4,1.0,-1.0,-1.0,-1.0,1.0,1.0
59.04,5.83,1.0,-1.0,-1.0,-1.0,1.0,1.0
68.2,5.39,1.0,-1.0,-1.0,-1.0,1.0,1.0
78.69,5.1,1.0,-1.0,-1.0,-1.0,1.0,2.0
90.0,5.0,2.0,-1.0,-1.0,-1.0,1.0,2.0
90.0,4.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
0.0,0.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
135.0,2.83,2.0,1.0,-1.0,-1.0,-1.0,2.0
153.43,2.24,2.0,1.0,-1.0,-1.0,-1.0,2.0
180.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
-153.43,2.24,2.0,1.0,-1.0,-1.0,-1.0,2.0
-135.0,2.83,2.0,1.0,-1.0,-1.0,-1.0,3.0
-123.69,3.61,3.0,1.0,-1.0,1.0,-1.0,0.0
-108.43,3.16,0.0,-1.0,1.0,1.0,-1.0,0.0
-116.57,2.24,0.0,-1.0,1.0,1.0,-1.0,0.0
-135.0,1.41,0.0,-1.0,1.0,1.0,-1.0,0.0
180.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
135.0,1.41,0.0,-1.0,1.0,1.0,-1.0,0.0
116.57,2.24,0.0,-1.0,-1.0,1.0,-1.0,0.0
108.43,3.16,0.0,-1.0,-1.0,1.0,-1.0,0.0
104.04,4.12,0.0,-1.0,-1.0,1.0,-1.0,0.0
101.31,5.1,0.0,-1.0,-1.0,1.0,-1.0,3.0
99.46,6.08,3.0,-1.0,-1.0,1.0,-1.0,2.0
90.0,6.0,2.0,-1.0,1.0,-1.0,-1.0,2.0
90.0,5.0,2.0,1.0,1.0,-1.0,-1.0,2.0
90.0,4.0,2.0,1.0,1.0,-1.0,-1.0,2.0
90.0,3.0,2.0,1.0,1.0,-1.0,-1.0,2.0
90.0,2.0,2.0,1.0,1.0,-1.0,-1.0,2.0
90.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,3.0
0.0,0.0,3.0,1.0,-1.0,-1.0,-1.0,3.0
-98.75,13.15,3.0,-1.0,1.0,-1.0,-1.0,3.0
-94.4,13.04,3.0,-1.0,1.0,-1.0,-1.0,3.0
-90.0,13.0,3.0,-1.0,1.0,-1.0,-1.0,0.0
-85.6,13.04,0.0,-1.0,1.0,-1.0,-1.0,0.0
-85.24,12.04,0.0,-1.0,-1.0,1.0,-1.0,0.0
-84.81,11.05,0.0,-1.0,-1.0,1.0,-1.0,0.0
-84.29,10.05,0.0,-1.0,-1.0,1.0,-1.0,1.0
-83.66,9.06,1.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,9.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
-90.0,8.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,7.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,6.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,5.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,4.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,3.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0
57.99,9.43,1.0,-1.0,-1.0,1.0,-1.0,1.0
63.43,8.94,1.0,-1.0,-1.0,-1.0,1.0,1.0
69.44,8.54,1.0,-1.0,-1.0,-1.0,1.0,1.0
75.96,8.25,1.0,-1.0,-1.0,-1.0,1.0,1.0
82.87,8.06,1.0,-1.0,-1.0,-1.0,1.0,2.0
90.0,8.0,2.0,-1.0,-1.0,-1.0,1.0,2.0
90.0,7.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,6.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,5.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,4.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
90.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
0.0,0.0,2.0,1.0,-1.0,-1.0,-1.0,2.0
-123.69,3.61,2.0,1.0,-1.0,-1.0,-1.0,2.0
-116.57,4.47,2.0,1.0,-1.0,-1.0,-1.0,2.0
-111.8,5.39,2.0,1.0,-1.0,-1.0,-1.0,3.0
-108.43,6.32,3.0,1.0,-1.0,-1.0,-1.0,3.0
-99.46,6.08,3.0,-1.0,1.0,-1.0,-1.0,0.0
-90.0,6.0,0.0,-1.0,1.0,-1.0,-1.0,0.0
-90.0,5.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,4.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,3.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
-90.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0
167.47,9.22,0.0,-1.0,-1.0,1.0,-1.0,0.0
161.57,9.49,0.0,-1.0,-1.0,1.0,-1.0,0.0
156.04,9.85,0.0,-1.0,-1.0,1.0,-1.0,3.0
150.95,10.3,3.0,-1.0,-1.0,1.0,-1.0,3.0
147.99,9.43,3.0,-1.0,1.0,-1.0,-1.0,3.0
144.46,8.6,3.0,-1.0,1.0,-1.0,-1.0,3.0
140.19,7.81,3.0,-1.0,1.0,-1.0,-1.0,3.0
135.0,7.07,3.0,-1.0,1.0,-1.0,-1.0,3.0
128.66,6.4,3.0,-1.0,1.0,-1.0,-1.0,3.0
120.96,5.83,3.0,-1.0,1.0,-1.0,-1.0,3.0
111.8,5.39,3.0,-1.0,1.0,-1.0,-1.0,3.0
101.31,5.1,3.0,-1.0,1.0,-1.0,-1.0,2.0
90.0,5.0,2.0,-1.0,1.0,-1.0,-1.0,2.0
